"value","unit","charge_id","timestamp"
"77700","Wh","24441","2024-07-11 13:23:55+00"
"77900","Wh","24441","2024-07-11 13:24:55+00"
"78000","Wh","24441","2024-07-11 13:25:55+00"
"78200","Wh","24441","2024-07-11 13:26:55+00"
"78400","Wh","24441","2024-07-11 13:27:55+00"
"78600","Wh","24441","2024-07-11 13:28:55+00"
"78800","Wh","24441","2024-07-11 13:29:55+00"
"78900","Wh","24441","2024-07-11 13:30:55+00"
"79100","Wh","24441","2024-07-11 13:31:55+00"
"79300","Wh","24441","2024-07-11 13:32:55+00"
"79500","Wh","24441","2024-07-11 13:33:55+00"
"79600","Wh","24441","2024-07-11 13:34:55+00"
"79800","Wh","24441","2024-07-11 13:35:55+00"
"80000","Wh","24441","2024-07-11 13:36:56+00"
"80200","Wh","24441","2024-07-11 13:37:55+00"
"80300","Wh","24441","2024-07-11 13:38:56+00"
"80500","Wh","24441","2024-07-11 13:39:56+00"
"80700","Wh","24441","2024-07-11 13:40:56+00"
"80900","Wh","24441","2024-07-11 13:41:56+00"
"81100","Wh","24441","2024-07-11 13:42:56+00"
"81300","Wh","24441","2024-07-11 13:43:56+00"
"81400","Wh","24441","2024-07-11 13:44:56+00"
"81600","Wh","24441","2024-07-11 13:45:56+00"
"81800","Wh","24441","2024-07-11 13:46:56+00"
"82000","Wh","24441","2024-07-11 13:47:56+00"
"82100","Wh","24441","2024-07-11 13:48:56+00"
"82300","Wh","24441","2024-07-11 13:49:56+00"
"82500","Wh","24441","2024-07-11 13:50:56+00"
"82700","Wh","24441","2024-07-11 13:51:55+00"
"82800","Wh","24441","2024-07-11 13:52:55+00"
"83000","Wh","24441","2024-07-11 13:53:56+00"
"83200","Wh","24441","2024-07-11 13:54:55+00"
"83400","Wh","24441","2024-07-11 13:55:55+00"
"83600","Wh","24441","2024-07-11 13:56:56+00"
"83700","Wh","24441","2024-07-11 13:57:56+00"
"83900","Wh","24441","2024-07-11 13:58:56+00"
"84100","Wh","24441","2024-07-11 13:59:56+00"
"84200","Wh","24441","2024-07-11 14:00:56+00"
"84400","Wh","24441","2024-07-11 14:01:56+00"
"84600","Wh","24441","2024-07-11 14:02:56+00"
"84800","Wh","24441","2024-07-11 14:03:56+00"
"85000","Wh","24441","2024-07-11 14:04:56+00"
"85100","Wh","24441","2024-07-11 14:05:56+00"
"85300","Wh","24441","2024-07-11 14:06:56+00"
"85500","Wh","24441","2024-07-11 14:07:56+00"
"85700","Wh","24441","2024-07-11 14:08:56+00"
"85900","Wh","24441","2024-07-11 14:09:56+00"
"86000","Wh","24441","2024-07-11 14:10:56+00"
"86200","Wh","24441","2024-07-11 14:11:56+00"
"86400","Wh","24441","2024-07-11 14:12:56+00"
"86600","Wh","24441","2024-07-11 14:13:56+00"
"86700","Wh","24441","2024-07-11 14:14:56+00"
"86900","Wh","24441","2024-07-11 14:15:56+00"
"87100","Wh","24441","2024-07-11 14:16:56+00"
"87300","Wh","24441","2024-07-11 14:17:57+00"
"87500","Wh","24441","2024-07-11 14:18:57+00"
"87600","Wh","24441","2024-07-11 14:19:57+00"
"87800","Wh","24441","2024-07-11 14:20:57+00"
"88000","Wh","24441","2024-07-11 14:21:57+00"
"88200","Wh","24441","2024-07-11 14:22:57+00"
"88400","Wh","24441","2024-07-11 14:23:57+00"
"88600","Wh","24441","2024-07-11 14:24:56+00"
"88700","Wh","24441","2024-07-11 14:25:56+00"
"88900","Wh","24441","2024-07-11 14:26:56+00"
"89100","Wh","24441","2024-07-11 14:27:56+00"
"89300","Wh","24441","2024-07-11 14:28:56+00"
"89400","Wh","24441","2024-07-11 14:29:56+00"
"89600","Wh","24441","2024-07-11 14:30:56+00"
"89700","Wh","24441","2024-07-11 14:31:56+00"
"89900","Wh","24441","2024-07-11 14:32:56+00"
"90100","Wh","24441","2024-07-11 14:33:56+00"
"90200","Wh","24441","2024-07-11 14:34:56+00"
"90400","Wh","24441","2024-07-11 14:35:56+00"
"90500","Wh","24441","2024-07-11 14:36:56+00"
"90700","Wh","24441","2024-07-11 14:37:56+00"
"90800","Wh","24441","2024-07-11 14:38:56+00"
"91000","Wh","24441","2024-07-11 14:39:56+00"
"91200","Wh","24441","2024-07-11 14:40:56+00"
"91400","Wh","24441","2024-07-11 14:41:56+00"
"91500","Wh","24441","2024-07-11 14:42:56+00"
"91700","Wh","24441","2024-07-11 14:43:56+00"
"91800","Wh","24441","2024-07-11 14:44:56+00"
"92000","Wh","24441","2024-07-11 14:45:56+00"
"92200","Wh","24441","2024-07-11 14:46:56+00"
"92300","Wh","24441","2024-07-11 14:47:56+00"
"92500","Wh","24441","2024-07-11 14:48:56+00"
"92600","Wh","24441","2024-07-11 14:49:56+00"
"92800","Wh","24441","2024-07-11 14:50:56+00"
"93000","Wh","24441","2024-07-11 14:51:56+00"
"93100","Wh","24441","2024-07-11 14:52:56+00"
"93300","Wh","24441","2024-07-11 14:53:56+00"
"93400","Wh","24441","2024-07-11 14:54:56+00"
"93600","Wh","24441","2024-07-11 14:55:56+00"
"93800","Wh","24441","2024-07-11 14:56:57+00"
"94000","Wh","24441","2024-07-11 14:57:57+00"
"94100","Wh","24441","2024-07-11 14:58:57+00"
"94300","Wh","24441","2024-07-11 14:59:57+00"
"94400","Wh","24441","2024-07-11 15:00:57+00"
"94600","Wh","24441","2024-07-11 15:01:57+00"
"94800","Wh","24441","2024-07-11 15:02:57+00"
"94900","Wh","24441","2024-07-11 15:03:57+00"
"95100","Wh","24441","2024-07-11 15:04:57+00"
"95200","Wh","24441","2024-07-11 15:05:57+00"
"95400","Wh","24441","2024-07-11 15:06:57+00"
"95600","Wh","24441","2024-07-11 15:07:57+00"
"95700","Wh","24441","2024-07-11 15:08:57+00"
"95900","Wh","24441","2024-07-11 15:09:57+00"
"96000","Wh","24441","2024-07-11 15:10:57+00"
"96200","Wh","24441","2024-07-11 15:11:57+00"
"96400","Wh","24441","2024-07-11 15:12:57+00"
"96500","Wh","24441","2024-07-11 15:13:57+00"
"96700","Wh","24441","2024-07-11 15:14:57+00"
"96900","Wh","24441","2024-07-11 15:15:57+00"
"97000","Wh","24441","2024-07-11 15:16:57+00"
"97200","Wh","24441","2024-07-11 15:17:57+00"
"97400","Wh","24441","2024-07-11 15:18:57+00"
"97500","Wh","24441","2024-07-11 15:19:57+00"
"97700","Wh","24441","2024-07-11 15:20:57+00"
"97800","Wh","24441","2024-07-11 15:21:57+00"
"98000","Wh","24441","2024-07-11 15:22:57+00"
"98200","Wh","24441","2024-07-11 15:23:57+00"
"98300","Wh","24441","2024-07-11 15:24:57+00"
"98500","Wh","24441","2024-07-11 15:25:57+00"
"98600","Wh","24441","2024-07-11 15:26:57+00"
"98800","Wh","24441","2024-07-11 15:27:57+00"
"99000","Wh","24441","2024-07-11 15:28:57+00"
"99100","Wh","24441","2024-07-11 15:29:57+00"
"99300","Wh","24441","2024-07-11 15:30:57+00"
"99500","Wh","24441","2024-07-11 15:31:56+00"
"99600","Wh","24441","2024-07-11 15:32:57+00"
"99800","Wh","24441","2024-07-11 15:33:57+00"
"100000","Wh","24441","2024-07-11 15:34:57+00"
"100100","Wh","24441","2024-07-11 15:35:57+00"
"100300","Wh","24441","2024-07-11 15:36:57+00"
"100400","Wh","24441","2024-07-11 15:37:57+00"
"100400","Wh","24441","2024-07-11 15:38:57+00"
"100400","Wh","24441","2024-07-11 15:39:57+00"
"100400","Wh","24441","2024-07-11 15:40:57+00"
"100400","Wh","24441","2024-07-11 15:41:57+00"
"100400","Wh","24441","2024-07-11 15:42:57+00"
"100400","Wh","24441","2024-07-11 15:43:57+00"
"100400","Wh","24441","2024-07-11 15:44:57+00"
"100400","Wh","24441","2024-07-11 15:45:57+00"
"100400","Wh","24441","2024-07-11 15:46:57+00"
"100400","Wh","24441","2024-07-11 15:47:57+00"
"100400","Wh","24441","2024-07-11 15:48:57+00"
"100400","Wh","24441","2024-07-11 15:49:57+00"
"100400","Wh","24441","2024-07-11 15:50:57+00"
"100400","Wh","24441","2024-07-11 15:51:57+00"
"100400","Wh","24441","2024-07-11 15:52:57+00"
"100400","Wh","24441","2024-07-11 15:53:57+00"
"100400","Wh","24441","2024-07-11 15:54:57+00"
"100400","Wh","24441","2024-07-11 15:55:57+00"
"100400","Wh","24441","2024-07-11 15:56:57+00"
"100400","Wh","24441","2024-07-11 15:57:57+00"
"100400","Wh","24441","2024-07-11 15:58:57+00"
"100400","Wh","24441","2024-07-11 15:59:57+00"
"100400","Wh","24441","2024-07-11 16:00:57+00"
"100400","Wh","24441","2024-07-11 16:01:57+00"
"100400","Wh","24441","2024-07-11 16:02:56+00"
"100400","Wh","24441","2024-07-11 16:03:57+00"
"100400","Wh","24441","2024-07-11 16:04:57+00"
"100400","Wh","24441","2024-07-11 16:05:57+00"
"100400","Wh","24441","2024-07-11 16:06:57+00"
"100400","Wh","24441","2024-07-11 16:07:57+00"
"100400","Wh","24441","2024-07-11 16:08:57+00"
"100400","Wh","24441","2024-07-11 16:09:58+00"
"100400","Wh","24441","2024-07-11 16:10:58+00"
"100400","Wh","24441","2024-07-11 16:11:58+00"
"100400","Wh","24441","2024-07-11 16:12:58+00"
"100500","Wh","24441","2024-07-11 16:13:58+00"
"100700","Wh","24441","2024-07-11 16:14:58+00"
"100700","Wh","24441","2024-07-11 16:15:58+00"
"100700","Wh","24441","2024-07-11 16:16:58+00"
"100700","Wh","24441","2024-07-11 16:17:58+00"
"100700","Wh","24441","2024-07-11 16:18:58+00"
"100700","Wh","24441","2024-07-11 16:19:58+00"
"100700","Wh","24441","2024-07-11 16:20:58+00"
"100700","Wh","24441","2024-07-11 16:21:58+00"
"100700","Wh","24441","2024-07-11 16:22:58+00"
"100700","Wh","24441","2024-07-11 16:23:58+00"
"100700","Wh","24441","2024-07-11 16:24:58+00"
"100700","Wh","24441","2024-07-11 16:25:58+00"
"100700","Wh","24441","2024-07-11 16:26:58+00"
"100700","Wh","24441","2024-07-11 16:27:58+00"
"100700","Wh","24441","2024-07-11 16:28:57+00"
"100700","Wh","24441","2024-07-11 16:29:58+00"
"100700","Wh","24441","2024-07-11 16:30:58+00"
"100700","Wh","24441","2024-07-11 16:31:58+00"
"100700","Wh","24441","2024-07-11 16:32:57+00"
"100700","Wh","24441","2024-07-11 16:33:57+00"
"100700","Wh","24441","2024-07-11 16:34:57+00"
"100700","Wh","24441","2024-07-11 16:35:57+00"
"100700","Wh","24441","2024-07-11 16:36:57+00"
"100700","Wh","24441","2024-07-11 16:37:57+00"
"100700","Wh","24441","2024-07-11 16:38:57+00"
"100700","Wh","24441","2024-07-11 16:39:57+00"
"100700","Wh","24441","2024-07-11 16:40:57+00"
"100700","Wh","24441","2024-07-11 16:41:57+00"
"100700","Wh","24441","2024-07-11 16:42:57+00"
"100700","Wh","24441","2024-07-11 16:43:57+00"
"100700","Wh","24441","2024-07-11 16:44:57+00"
"100700","Wh","24441","2024-07-11 16:45:57+00"
"100700","Wh","24441","2024-07-11 16:46:57+00"
"100700","Wh","24441","2024-07-11 16:47:58+00"
"100700","Wh","24441","2024-07-11 16:48:58+00"
"100700","Wh","24441","2024-07-11 16:49:58+00"
"100700","Wh","24441","2024-07-11 16:50:58+00"
"100700","Wh","24441","2024-07-11 16:51:58+00"
"100700","Wh","24441","2024-07-11 16:52:58+00"
"100700","Wh","24441","2024-07-11 16:53:58+00"
"100700","Wh","24441","2024-07-11 16:54:58+00"
"100700","Wh","24441","2024-07-11 16:55:58+00"
"100700","Wh","24441","2024-07-11 16:56:58+00"
"100700","Wh","24441","2024-07-11 16:57:58+00"
"100700","Wh","24441","2024-07-11 16:58:58+00"
"100700","Wh","24441","2024-07-11 16:59:58+00"
"100700","Wh","24441","2024-07-11 17:00:58+00"
"100700","Wh","24441","2024-07-11 17:01:58+00"
"100700","Wh","24441","2024-07-11 17:02:58+00"
"100700","Wh","24441","2024-07-11 17:03:58+00"
"100700","Wh","24441","2024-07-11 17:04:58+00"
"100700","Wh","24441","2024-07-11 17:05:57+00"
"100700","Wh","24441","2024-07-11 17:06:57+00"
"100700","Wh","24441","2024-07-11 17:07:57+00"
"100700","Wh","24441","2024-07-11 17:08:58+00"
"100700","Wh","24441","2024-07-11 17:09:58+00"
"100700","Wh","24441","2024-07-11 17:10:58+00"
"100700","Wh","24441","2024-07-11 17:11:58+00"
"100700","Wh","24441","2024-07-11 17:12:58+00"
"100700","Wh","24441","2024-07-11 17:13:58+00"
"100700","Wh","24441","2024-07-11 17:14:58+00"
"100700","Wh","24441","2024-07-11 17:15:58+00"
"100700","Wh","24441","2024-07-11 17:16:58+00"
"100700","Wh","24441","2024-07-11 17:17:58+00"
"100700","Wh","24441","2024-07-11 17:18:58+00"
"100700","Wh","24441","2024-07-11 17:19:58+00"
"100700","Wh","24441","2024-07-11 17:20:59+00"
"100700","Wh","24441","2024-07-11 17:21:58+00"
"100700","Wh","24441","2024-07-11 17:22:58+00"
"100700","Wh","24441","2024-07-11 17:23:59+00"
"100700","Wh","24441","2024-07-11 17:24:59+00"
"100700","Wh","24441","2024-07-11 17:25:59+00"
"100700","Wh","24441","2024-07-11 17:26:59+00"
"100700","Wh","24441","2024-07-11 17:27:59+00"
"100700","Wh","24441","2024-07-11 17:28:59+00"
"100700","Wh","24441","2024-07-11 17:29:59+00"
"100700","Wh","24441","2024-07-11 17:30:59+00"
"100700","Wh","24441","2024-07-11 17:31:59+00"
"100700","Wh","24441","2024-07-11 17:32:59+00"
"100700","Wh","24441","2024-07-11 17:33:58+00"
"100700","Wh","24441","2024-07-11 17:34:58+00"
"100700","Wh","24441","2024-07-11 17:35:58+00"
"100700","Wh","24441","2024-07-11 17:36:58+00"
"100700","Wh","24441","2024-07-11 17:37:58+00"
"100700","Wh","24441","2024-07-11 17:38:58+00"
"100700","Wh","24441","2024-07-11 17:39:58+00"
"100700","Wh","24441","2024-07-11 17:40:58+00"
"100700","Wh","24441","2024-07-11 17:41:58+00"
"100700","Wh","24441","2024-07-11 17:42:58+00"
"100700","Wh","25293","2024-07-18 18:23:09+00"
"100700","Wh","25293","2024-07-18 18:24:09+00"
"100800","Wh","25293","2024-07-18 18:25:09+00"
"100800","Wh","25293","2024-07-18 18:26:09+00"
"100800","Wh","25293","2024-07-18 18:27:09+00"
"100900","Wh","25293","2024-07-18 18:28:09+00"
"100900","Wh","25293","2024-07-18 18:29:09+00"
"100900","Wh","25293","2024-07-18 18:30:10+00"
"101000","Wh","25293","2024-07-18 18:31:10+00"
"101000","Wh","25293","2024-07-18 18:32:10+00"
"101000","Wh","25293","2024-07-18 18:33:10+00"
"101100","Wh","25293","2024-07-18 18:34:10+00"
"101100","Wh","25293","2024-07-18 18:35:10+00"
"101100","Wh","25293","2024-07-18 18:36:10+00"
"101200","Wh","25293","2024-07-18 18:37:10+00"
"101200","Wh","25293","2024-07-18 18:38:10+00"
"101300","Wh","25293","2024-07-18 18:39:10+00"
"101300","Wh","25293","2024-07-18 18:40:10+00"
"101300","Wh","25293","2024-07-18 18:41:10+00"
"101400","Wh","25293","2024-07-18 18:42:10+00"
"101400","Wh","25293","2024-07-18 18:43:09+00"
"101400","Wh","25293","2024-07-18 18:44:09+00"
"101500","Wh","25293","2024-07-18 18:45:09+00"
"101500","Wh","25293","2024-07-18 18:46:09+00"
"101500","Wh","25293","2024-07-18 18:47:09+00"
"101600","Wh","25293","2024-07-18 18:48:09+00"
"101600","Wh","25293","2024-07-18 18:49:09+00"
"101700","Wh","25293","2024-07-18 18:50:09+00"
"101700","Wh","25293","2024-07-18 18:51:09+00"
"101700","Wh","25293","2024-07-18 18:52:09+00"
"101800","Wh","25293","2024-07-18 18:53:09+00"
"101800","Wh","25293","2024-07-18 18:54:09+00"
"101800","Wh","25293","2024-07-18 18:55:09+00"
"101900","Wh","25293","2024-07-18 18:56:09+00"
"101900","Wh","25293","2024-07-18 18:57:10+00"
"102000","Wh","25293","2024-07-18 18:58:10+00"
"102000","Wh","25293","2024-07-18 18:59:10+00"
"102000","Wh","25293","2024-07-18 19:00:10+00"
"102100","Wh","25293","2024-07-18 19:01:10+00"
"102100","Wh","25293","2024-07-18 19:02:10+00"
"102100","Wh","25293","2024-07-18 19:03:10+00"
"102200","Wh","25293","2024-07-18 19:04:10+00"
"102200","Wh","25293","2024-07-18 19:05:10+00"
"102200","Wh","25293","2024-07-18 19:06:10+00"
"102300","Wh","25293","2024-07-18 19:07:10+00"
"102300","Wh","25293","2024-07-18 19:08:10+00"
"102400","Wh","25293","2024-07-18 19:09:10+00"
"102400","Wh","25293","2024-07-18 19:10:10+00"
"102400","Wh","25293","2024-07-18 19:11:10+00"
"102500","Wh","25293","2024-07-18 19:12:10+00"
"102500","Wh","25293","2024-07-18 19:13:10+00"
"102500","Wh","25293","2024-07-18 19:14:10+00"
"102600","Wh","25293","2024-07-18 19:15:10+00"
"102600","Wh","25293","2024-07-18 19:16:11+00"
"102600","Wh","25293","2024-07-18 19:17:10+00"
"102700","Wh","25293","2024-07-18 19:18:10+00"
"102700","Wh","25293","2024-07-18 19:19:10+00"
"102800","Wh","25293","2024-07-18 19:20:10+00"
"102800","Wh","25293","2024-07-18 19:21:10+00"
"102800","Wh","25293","2024-07-18 19:22:10+00"
"102900","Wh","25293","2024-07-18 19:23:11+00"
"102900","Wh","25293","2024-07-18 19:24:11+00"
"102900","Wh","25293","2024-07-18 19:25:10+00"
"103000","Wh","25293","2024-07-18 19:26:10+00"
"103000","Wh","25293","2024-07-18 19:27:10+00"
"103100","Wh","25293","2024-07-18 19:28:10+00"
"103100","Wh","25293","2024-07-18 19:29:10+00"
"103100","Wh","25293","2024-07-18 19:30:10+00"
"103200","Wh","25293","2024-07-18 19:31:10+00"
"103200","Wh","25293","2024-07-18 19:32:10+00"
"103200","Wh","25293","2024-07-18 19:33:10+00"
"103300","Wh","25293","2024-07-18 19:34:10+00"
"103300","Wh","25293","2024-07-18 19:35:10+00"
"103300","Wh","25293","2024-07-18 19:36:10+00"
"103400","Wh","25293","2024-07-18 19:37:10+00"
"103400","Wh","25293","2024-07-18 19:38:10+00"
"103500","Wh","25293","2024-07-18 19:39:10+00"
"103500","Wh","25293","2024-07-18 19:40:10+00"
"103500","Wh","25293","2024-07-18 19:41:10+00"
"103600","Wh","25293","2024-07-18 19:42:10+00"
"103600","Wh","25293","2024-07-18 19:43:10+00"
"103600","Wh","25293","2024-07-18 19:44:10+00"
"103700","Wh","25293","2024-07-18 19:45:10+00"
"103700","Wh","25293","2024-07-18 19:46:10+00"
"103700","Wh","25293","2024-07-18 19:47:10+00"
"103800","Wh","25293","2024-07-18 19:48:10+00"
"103800","Wh","25293","2024-07-18 19:49:10+00"
"103900","Wh","25293","2024-07-18 19:50:10+00"
"103900","Wh","25293","2024-07-18 19:51:10+00"
"103900","Wh","25293","2024-07-18 19:52:10+00"
"104000","Wh","25293","2024-07-18 19:53:11+00"
"104000","Wh","25293","2024-07-18 19:54:11+00"
"104000","Wh","25293","2024-07-18 19:55:11+00"
"104100","Wh","25293","2024-07-18 19:56:11+00"
"104100","Wh","25293","2024-07-18 19:57:11+00"
"104200","Wh","25293","2024-07-18 19:58:11+00"
"104200","Wh","25293","2024-07-18 19:59:11+00"
"104200","Wh","25293","2024-07-18 20:00:11+00"
"104300","Wh","25293","2024-07-18 20:01:11+00"
"104300","Wh","25293","2024-07-18 20:02:11+00"
"104300","Wh","25293","2024-07-18 20:03:11+00"
"104400","Wh","25293","2024-07-18 20:04:11+00"
"104400","Wh","25293","2024-07-18 20:05:11+00"
"104400","Wh","25293","2024-07-18 20:06:11+00"
"104500","Wh","25293","2024-07-18 20:07:11+00"
"104500","Wh","25293","2024-07-18 20:08:11+00"
"104600","Wh","25293","2024-07-18 20:09:11+00"
"104600","Wh","25293","2024-07-18 20:10:11+00"
"104700","Wh","25488","2024-07-20 10:11:36+00"
"104900","Wh","25488","2024-07-20 10:12:36+00"
"105100","Wh","25488","2024-07-20 10:13:36+00"
"105200","Wh","25488","2024-07-20 10:14:36+00"
"105400","Wh","25488","2024-07-20 10:15:36+00"
"105500","Wh","25488","2024-07-20 10:16:36+00"
"105700","Wh","25488","2024-07-20 10:17:36+00"
"105900","Wh","25488","2024-07-20 10:18:36+00"
"106000","Wh","25488","2024-07-20 10:19:36+00"
"106200","Wh","25488","2024-07-20 10:20:36+00"
"106400","Wh","25488","2024-07-20 10:21:36+00"
"106500","Wh","25488","2024-07-20 10:22:37+00"
"106700","Wh","25488","2024-07-20 10:23:37+00"
"106900","Wh","25488","2024-07-20 10:24:36+00"
"107000","Wh","25488","2024-07-20 10:25:36+00"
"107200","Wh","25488","2024-07-20 10:26:36+00"
"107400","Wh","25488","2024-07-20 10:27:36+00"
"107500","Wh","25488","2024-07-20 10:28:36+00"
"107700","Wh","25488","2024-07-20 10:29:36+00"
"107900","Wh","25488","2024-07-20 10:30:37+00"
"108000","Wh","25488","2024-07-20 10:31:37+00"
"108200","Wh","25488","2024-07-20 10:32:36+00"
"108400","Wh","25488","2024-07-20 10:33:36+00"
"108500","Wh","25488","2024-07-20 10:34:36+00"
"108700","Wh","25488","2024-07-20 10:35:36+00"
"108800","Wh","25488","2024-07-20 10:36:36+00"
"109000","Wh","25488","2024-07-20 10:37:36+00"
"109200","Wh","25488","2024-07-20 10:38:36+00"
"109300","Wh","25488","2024-07-20 10:39:36+00"
"109500","Wh","25488","2024-07-20 10:40:36+00"
"109700","Wh","25488","2024-07-20 10:41:36+00"
"109800","Wh","25488","2024-07-20 10:42:36+00"
"110000","Wh","25488","2024-07-20 10:43:36+00"
"110200","Wh","25488","2024-07-20 10:44:36+00"
"110300","Wh","25488","2024-07-20 10:45:36+00"
"110500","Wh","25488","2024-07-20 10:46:36+00"
"110700","Wh","25488","2024-07-20 10:47:36+00"
"110800","Wh","25488","2024-07-20 10:48:36+00"
"111000","Wh","25488","2024-07-20 10:49:36+00"
"111200","Wh","25488","2024-07-20 10:50:36+00"
"111300","Wh","25488","2024-07-20 10:51:36+00"
"111500","Wh","25488","2024-07-20 10:52:36+00"
"111700","Wh","25488","2024-07-20 10:53:36+00"
"111800","Wh","25488","2024-07-20 10:54:36+00"
"112000","Wh","25488","2024-07-20 10:55:36+00"
"112100","Wh","25488","2024-07-20 10:56:36+00"
"112300","Wh","25488","2024-07-20 10:57:36+00"
"112500","Wh","25488","2024-07-20 10:58:36+00"
"112600","Wh","25488","2024-07-20 10:59:36+00"
"112800","Wh","25488","2024-07-20 11:00:36+00"
"113000","Wh","25488","2024-07-20 11:01:36+00"
"113100","Wh","25488","2024-07-20 11:02:36+00"
"113300","Wh","25488","2024-07-20 11:03:36+00"
"113500","Wh","25488","2024-07-20 11:04:36+00"
"113600","Wh","25488","2024-07-20 11:05:37+00"
"113800","Wh","25488","2024-07-20 11:06:37+00"
"114000","Wh","25488","2024-07-20 11:07:37+00"
"114100","Wh","25488","2024-07-20 11:08:36+00"
"114300","Wh","25488","2024-07-20 11:09:36+00"
"114500","Wh","25488","2024-07-20 11:10:36+00"
"114600","Wh","25488","2024-07-20 11:11:36+00"
"114800","Wh","25488","2024-07-20 11:12:37+00"
"115000","Wh","25488","2024-07-20 11:13:37+00"
"115100","Wh","25488","2024-07-20 11:14:37+00"
"115300","Wh","25488","2024-07-20 11:15:37+00"
"115400","Wh","25488","2024-07-20 11:16:37+00"
"115600","Wh","25488","2024-07-20 11:17:37+00"
"115800","Wh","25488","2024-07-20 11:18:37+00"
"115900","Wh","25488","2024-07-20 11:19:37+00"
"116100","Wh","25488","2024-07-20 11:20:37+00"
"116300","Wh","25488","2024-07-20 11:21:37+00"
"116400","Wh","25488","2024-07-20 11:22:37+00"
"116600","Wh","25488","2024-07-20 11:23:37+00"
"116800","Wh","25488","2024-07-20 11:24:37+00"
"116900","Wh","25488","2024-07-20 11:25:37+00"
"117100","Wh","25488","2024-07-20 11:26:37+00"
"117300","Wh","25488","2024-07-20 11:27:37+00"
"117400","Wh","25488","2024-07-20 11:28:37+00"
"117600","Wh","25488","2024-07-20 11:29:37+00"
"117800","Wh","25488","2024-07-20 11:30:37+00"
"117900","Wh","25488","2024-07-20 11:31:37+00"
"118100","Wh","25488","2024-07-20 11:32:37+00"
"118200","Wh","25488","2024-07-20 11:33:37+00"
"118400","Wh","25488","2024-07-20 11:34:37+00"
"118600","Wh","25488","2024-07-20 11:35:37+00"
"118700","Wh","25488","2024-07-20 11:36:37+00"
"118900","Wh","25488","2024-07-20 11:37:37+00"
"119100","Wh","25488","2024-07-20 11:38:37+00"
"119100","Wh","25488","2024-07-20 11:39:37+00"
"119200","Wh","25823","2024-07-23 13:33:54+00"
"119400","Wh","25823","2024-07-23 13:34:55+00"
"119600","Wh","25823","2024-07-23 13:35:55+00"
"119700","Wh","25823","2024-07-23 13:36:55+00"
"119900","Wh","26192","2024-07-27 08:42:35+00"
"120100","Wh","26192","2024-07-27 08:43:35+00"
"120200","Wh","26192","2024-07-27 08:44:35+00"
"120400","Wh","26192","2024-07-27 08:45:35+00"
"120600","Wh","26192","2024-07-27 08:46:35+00"
"120700","Wh","26192","2024-07-27 08:47:35+00"
"120900","Wh","26192","2024-07-27 08:48:35+00"
"121100","Wh","26192","2024-07-27 08:49:35+00"
"121200","Wh","26192","2024-07-27 08:50:35+00"
"121400","Wh","26192","2024-07-27 08:51:35+00"
"121500","Wh","26192","2024-07-27 08:52:35+00"
"121700","Wh","26192","2024-07-27 08:53:36+00"
"121900","Wh","26192","2024-07-27 08:54:36+00"
"122000","Wh","26192","2024-07-27 08:55:36+00"
"122200","Wh","26192","2024-07-27 08:56:36+00"
"122400","Wh","26192","2024-07-27 08:57:36+00"
"122500","Wh","26192","2024-07-27 08:58:36+00"
"122700","Wh","26192","2024-07-27 08:59:36+00"
"122900","Wh","26192","2024-07-27 09:00:36+00"
"123000","Wh","26192","2024-07-27 09:01:36+00"
"123200","Wh","26192","2024-07-27 09:02:36+00"
"123300","Wh","26192","2024-07-27 09:03:36+00"
"123500","Wh","26192","2024-07-27 09:04:35+00"
"123700","Wh","26192","2024-07-27 09:05:36+00"
"123800","Wh","26192","2024-07-27 09:06:35+00"
"124000","Wh","26192","2024-07-27 09:07:35+00"
"124200","Wh","26192","2024-07-27 09:08:35+00"
"124300","Wh","26192","2024-07-27 09:09:35+00"
"124500","Wh","26192","2024-07-27 09:10:35+00"
"124700","Wh","26192","2024-07-27 09:11:35+00"
"124800","Wh","26192","2024-07-27 09:12:35+00"
"125000","Wh","26192","2024-07-27 09:13:35+00"
"125100","Wh","26192","2024-07-27 09:14:35+00"
"125300","Wh","26192","2024-07-27 09:15:35+00"
"125500","Wh","26192","2024-07-27 09:16:35+00"
"125600","Wh","26192","2024-07-27 09:17:35+00"
"125800","Wh","26192","2024-07-27 09:18:35+00"
"126000","Wh","26192","2024-07-27 09:19:35+00"
"126100","Wh","26192","2024-07-27 09:20:35+00"
"126300","Wh","26192","2024-07-27 09:21:35+00"
"126400","Wh","26192","2024-07-27 09:22:35+00"
"126600","Wh","26192","2024-07-27 09:23:35+00"
"126800","Wh","26192","2024-07-27 09:24:36+00"
"126900","Wh","26192","2024-07-27 09:25:35+00"
"127100","Wh","26192","2024-07-27 09:26:36+00"
"127300","Wh","26192","2024-07-27 09:27:36+00"
"127400","Wh","26192","2024-07-27 09:28:36+00"
"127600","Wh","26192","2024-07-27 09:29:36+00"
"127800","Wh","26192","2024-07-27 09:30:36+00"
"127900","Wh","26192","2024-07-27 09:31:36+00"
"128100","Wh","26192","2024-07-27 09:32:36+00"
"128200","Wh","26192","2024-07-27 09:33:36+00"
"128400","Wh","26192","2024-07-27 09:34:36+00"
"128600","Wh","26192","2024-07-27 09:35:36+00"
"128700","Wh","26192","2024-07-27 09:36:36+00"
"128900","Wh","26192","2024-07-27 09:37:37+00"
